Resource; Field; Cardinality; Definition; Type; Binding; Short; Producer Obligation; Consumer Obligation
EHDSPatientSummary; socialHistory.observation; 0..*; Health related lifestyle factors or lifestyle observations and social determinants of health. Example: cigarette smoker, alcohol consumption; http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSObservation;   ; Social history observations related to health ; ; 
EHDSPatientSummary; socialHistory.note; 0..1; Free text notes by the health professional; string;   ; Free text notes by the health professional ; ; 
EHDSPatientSummary; pregnancyHistory; 0..1; To present the current health state of the patient with respect to pregnancy and to provide chronological and outcome information about past pregnancies.; Base;   ; Section: Pregnancy history ; SHOULD:able-to-populate; SHOULD:process
EHDSPatientSummary; pregnancyHistory.generatedNarrative; 0..1; Narrative, potentially formatted, content of the whole section.; string;   ; Narrative, potentially formatted, content of the whole section. ; SHOULD:able-to-populate; SHOULD:process
EHDSPatientSummary; pregnancyHistory.currentPregnancyStatus; 0..1; Current state of the pregnancy at the date the observation was made, e.g. pregnant, not pregnant, unknown.; http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSCurrentPregnancy;   ; Current pregnancy status ; SHALL:able-to-populate; SHALL:process
EHDSPatientSummary; pregnancyHistory.previousPregnancies; 0..*; Information about previous pregnancies, including outcomes and number of children/fetuses in each pregnancy.; http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSPregnancyHistory;   ; History of previous pregnancies ; ; 
EHDSPatientSummary; pregnancyHistory.note; 0..1; Free text notes by the health professional; string;   ; Free text notes by the health professional ; SHOULD:able-to-populate; SHOULD:process
EHDSPatientSummary; travelHistory; 0..1; Captures relevant information about the patient's recent travel history that may be of clinical relevance — particularly in relation to exposure to infectious diseases, epidemiological risks, or environmental factors. The intent is to support clinical decision-making and risk assessment, especially in contexts such as outbreaks or endemic disease regions.; Base;   ; Section: Travel history ; ; 
EHDSPatientSummary; travelHistory.generatedNarrative; 0..1; Narrative, potentially formatted, content of the whole section.; string;   ; Narrative, potentially formatted, content of the whole section. ; ; 
EHDSPatientSummary; travelHistory.travelHistory; 0..*; Travel history for one country; http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSTravelHistory;   ; Travel history for one country ; ; 
EHDSPatientSummary; travelHistory.note; 0..1; Free text notes by the health professional; string;   ; Free text notes by the health professional ; ; 
EHDSPatientSummary; patientStory; 0..1; A concise narrative from the patient’s perspective about their present health state. This is a record of things that a person feels are important to communicate about their needs, strengths, values, concerns and preferences to others providing support and care.; Base;   ; Section: Patient story ; ; SHOULD:process
EHDSPatientSummary; patientStory.note; 0..1; Free text notes by the health professional; string;   ; Free text notes by the health professional ; ; 
EHDSPatientSummary; advanceDirectives; 0..1; Provision for healthcare decisions if, in the future, a person is unable to make those decisions.; Base;   ; Section: Advance Directives ; ; SHOULD:process
EHDSPatientSummary; advanceDirectives.generatedNarrative; 0..1; Narrative, potentially formatted, content of the whole section.; string;   ; Narrative, potentially formatted, content of the whole section. ; ; 
EHDSPatientSummary; advanceDirectives.advanceDirective; 0..*; Provision for healthcare decisions if, in the future, a person is unable to make those decisions; http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSAdvanceDirective;   ; Provision for healthcare decisions if, in the future, a person is unable to make those decisions ; ; 
EHDSPatientSummary; advanceDirectives.note; 0..1; Free text notes by the health professional; string;   ; Free text notes by the health professional ; ; 
EHDSPatientSummary; observationResults; 0..1; Relevant observation results obtained on the patient. These may be measurements, laboratory results, anatomic pathology results, radiology results or other imaging or clinical results.; Base;   ; Section: Observation results ; ; 
EHDSPatientSummary; observationResults.generatedNarrative; 0..1; Narrative, potentially formatted, content of the whole section.; string;   ; Narrative, potentially formatted, content of the whole section. ; ; 
EHDSPatientSummary; observationResults.result; 0..*; Observation results pertaining to the subject of care's health condition and which might have impact on future treatments; http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSObservation;   ; Observation results pertaining to the subject of care's health condition and which might have impact on future treatments ; ; 
EHDSPatientSummary; observationResults.note; 0..1; Free text notes by the health professional; string;   ; Free text notes by the health professional ; ; 
EHDSPatientSummary; carePlans; 0..1; Therapeutic recommendations that do not include pharmacologic treatments, such as diet, physical exercise, planned surgeries; Base;   ; Section: Care plans ; ; 
EHDSPatientSummary; carePlans.generatedNarrative; 0..1; Narrative, potentially formatted, content of the whole section.; string;   ; Narrative, potentially formatted, content of the whole section. ; ; 
EHDSPatientSummary; carePlans.carePlan; 0..*; Describes the intention of how one or more practitioners intend to deliver care for a particular patient for a period of time, possibly limited to care for a specific condition or set of conditions.; http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSCarePlan;   ; Describes the intention of how one or more practitioners intend to deliver care for a particular patient for a period of time, possibly limited to care for a specific condition or set of conditions. ; ; 
EHDSPatientSummary; carePlans.note; 0..1; Free text notes by the health professional; string;   ; Free text notes by the health professional ; ; 
EHDSPregnancyHistory; ; 0..*; Pregnancy history for one pregnancy; ;   ; Pregnancy history model ; ; 
EHDSPregnancyHistory; header; 1..1; Basic metadata for this information; Base;   ; Basic metadata for this information ; ; 
EHDSPregnancyHistory; header.subject; 1..1; Patient/subject information; http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSPatient;   ; Patient/subject information ; ; 
EHDSPregnancyHistory; header.identifier; 0..*; Business identifier for the object, unique within its system. Supporting disambiguation between different contexts (systems/countries).; Identifier;   ; Business identifier for the object, unique within its system. Supporting disambiguation between different contexts (systems/countries). ; ; 
EHDSPregnancyHistory; header.author[x]; 0..*; Author of this observation; http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSHealthProfessional;   ; Author of this observation ; ; 
EHDSPregnancyHistory; header.author[x]; 0..*; Author of this observation; http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSOrganisation;   ; Author of this observation ; ; 
EHDSPregnancyHistory; header.author[x]; 0..*; Author of this observation; http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSDevice;   ; Author of this observation ; ; 
EHDSPregnancyHistory; header.date; 0..1; Date and optionally time of authoring/issuing; dateTime;   ; Date and optionally time of authoring/issuing ; ; 
EHDSPregnancyHistory; header.status; 1..1; Status of this observation; CodeableConcept;   ; Status of this observation ; ; 
